"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1820000;"Powiat tarnobrzeski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1821000;"Powiat leski";"ogółem";"ogółem";"2020";47;"szt.";"";
1821000;"Powiat leski";"ogółem";"ogółem";"2021";;"szt.";"n";
1821000;"Powiat leski";"rynek pierwotny";"ogółem";"2020";4;"szt.";"";
1821000;"Powiat leski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1821000;"Powiat leski";"rynek wtórny";"ogółem";"2020";43;"szt.";"";
1821000;"Powiat leski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1861000;"Powiat m.Krosno";"ogółem";"ogółem";"2020";158;"szt.";"";
1861000;"Powiat m.Krosno";"ogółem";"ogółem";"2021";;"szt.";"n";
1861000;"Powiat m.Krosno";"rynek pierwotny";"ogółem";"2020";48;"szt.";"";
1861000;"Powiat m.Krosno";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1861000;"Powiat m.Krosno";"rynek wtórny";"ogółem";"2020";110;"szt.";"";
1861000;"Powiat m.Krosno";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1862000;"Powiat m.Przemyśl";"ogółem";"ogółem";"2020";440;"szt.";"";
1862000;"Powiat m.Przemyśl";"ogółem";"ogółem";"2021";;"szt.";"n";
1862000;"Powiat m.Przemyśl";"rynek pierwotny";"ogółem";"2020";175;"szt.";"";
1862000;"Powiat m.Przemyśl";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1862000;"Powiat m.Przemyśl";"rynek wtórny";"ogółem";"2020";265;"szt.";"";
1862000;"Powiat m.Przemyśl";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1863000;"Powiat m.Rzeszów";"ogółem";"ogółem";"2020";3740;"szt.";"";
1863000;"Powiat m.Rzeszów";"ogółem";"ogółem";"2021";;"szt.";"n";
1863000;"Powiat m.Rzeszów";"rynek pierwotny";"ogółem";"2020";2196;"szt.";"";
1863000;"Powiat m.Rzeszów";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1863000;"Powiat m.Rzeszów";"rynek wtórny";"ogółem";"2020";1544;"szt.";"";
1863000;"Powiat m.Rzeszów";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1864000;"Powiat m.Tarnobrzeg";"ogółem";"ogółem";"2020";99;"szt.";"";
1864000;"Powiat m.Tarnobrzeg";"ogółem";"ogółem";"2021";;"szt.";"n";
1864000;"Powiat m.Tarnobrzeg";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1864000;"Powiat m.Tarnobrzeg";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1864000;"Powiat m.Tarnobrzeg";"rynek wtórny";"ogółem";"2020";98;"szt.";"";
1864000;"Powiat m.Tarnobrzeg";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2001000;"Powiat augustowski";"ogółem";"ogółem";"2020";79;"szt.";"";
2001000;"Powiat augustowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2001000;"Powiat augustowski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
2001000;"Powiat augustowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2001000;"Powiat augustowski";"rynek wtórny";"ogółem";"2020";77;"szt.";"";
2001000;"Powiat augustowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2002000;"Powiat białostocki";"ogółem";"ogółem";"2020";392;"szt.";"";
2002000;"Powiat białostocki";"ogółem";"ogółem";"2021";;"szt.";"n";
2002000;"Powiat białostocki";"rynek pierwotny";"ogółem";"2020";234;"szt.";"";
2002000;"Powiat białostocki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2002000;"Powiat białostocki";"rynek wtórny";"ogółem";"2020";158;"szt.";"";
2002000;"Powiat białostocki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2003000;"Powiat bielski";"ogółem";"ogółem";"2020";51;"szt.";"";
2003000;"Powiat bielski";"ogółem";"ogółem";"2021";;"szt.";"n";
2003000;"Powiat bielski";"rynek pierwotny";"ogółem";"2020";23;"szt.";"";
2003000;"Powiat bielski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2003000;"Powiat bielski";"rynek wtórny";"ogółem";"2020";28;"szt.";"";
2003000;"Powiat bielski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2004000;"Powiat grajewski";"ogółem";"ogółem";"2020";133;"szt.";"";
2004000;"Powiat grajewski";"ogółem";"ogółem";"2021";;"szt.";"n";
2004000;"Powiat grajewski";"rynek pierwotny";"ogółem";"2020";69;"szt.";"";
2004000;"Powiat grajewski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2004000;"Powiat grajewski";"rynek wtórny";"ogółem";"2020";64;"szt.";"";
2004000;"Powiat grajewski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2005000;"Powiat hajnowski";"ogółem";"ogółem";"2020";69;"szt.";"";
2005000;"Powiat hajnowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2005000;"Powiat hajnowski";"rynek pierwotny";"ogółem";"2020";36;"szt.";"";
2005000;"Powiat hajnowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2005000;"Powiat hajnowski";"rynek wtórny";"ogółem";"2020";33;"szt.";"";
2005000;"Powiat hajnowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2006000;"Powiat kolneński";"ogółem";"ogółem";"2020";50;"szt.";"";
2006000;"Powiat kolneński";"ogółem";"ogółem";"2021";;"szt.";"n";
2006000;"Powiat kolneński";"rynek pierwotny";"ogółem";"2020";3;"szt.";"";
2006000;"Powiat kolneński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2006000;"Powiat kolneński";"rynek wtórny";"ogółem";"2020";47;"szt.";"";
2006000;"Powiat kolneński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2007000;"Powiat łomżyński";"ogółem";"ogółem";"2020";25;"szt.";"";
2007000;"Powiat łomżyński";"ogółem";"ogółem";"2021";;"szt.";"n";
2007000;"Powiat łomżyński";"rynek pierwotny";"ogółem";"2020";11;"szt.";"";
2007000;"Powiat łomżyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2007000;"Powiat łomżyński";"rynek wtórny";"ogółem";"2020";14;"szt.";"";
2007000;"Powiat łomżyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2008000;"Powiat moniecki";"ogółem";"ogółem";"2020";113;"szt.";"";
2008000;"Powiat moniecki";"ogółem";"ogółem";"2021";;"szt.";"n";
2008000;"Powiat moniecki";"rynek pierwotny";"ogółem";"2020";101;"szt.";"";
2008000;"Powiat moniecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2008000;"Powiat moniecki";"rynek wtórny";"ogółem";"2020";12;"szt.";"";
2008000;"Powiat moniecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2009000;"Powiat sejneński";"ogółem";"ogółem";"2020";11;"szt.";"";
2009000;"Powiat sejneński";"ogółem";"ogółem";"2021";;"szt.";"n";
2009000;"Powiat sejneński";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
2009000;"Powiat sejneński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2009000;"Powiat sejneński";"rynek wtórny";"ogółem";"2020";10;"szt.";"";
2009000;"Powiat sejneński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2010000;"Powiat siemiatycki";"ogółem";"ogółem";"2020";13;"szt.";"";
2010000;"Powiat siemiatycki";"ogółem";"ogółem";"2021";;"szt.";"n";
2010000;"Powiat siemiatycki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
2010000;"Powiat siemiatycki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2010000;"Powiat siemiatycki";"rynek wtórny";"ogółem";"2020";13;"szt.";"";
2010000;"Powiat siemiatycki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2011000;"Powiat sokólski";"ogółem";"ogółem";"2020";45;"szt.";"";
2011000;"Powiat sokólski";"ogółem";"ogółem";"2021";;"szt.";"n";
2011000;"Powiat sokólski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
2011000;"Powiat sokólski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2011000;"Powiat sokólski";"rynek wtórny";"ogółem";"2020";43;"szt.";"";
2011000;"Powiat sokólski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2012000;"Powiat suwalski";"ogółem";"ogółem";"2020";7;"szt.";"";
2012000;"Powiat suwalski";"ogółem";"ogółem";"2021";;"szt.";"n";
2012000;"Powiat suwalski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
2012000;"Powiat suwalski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2012000;"Powiat suwalski";"rynek wtórny";"ogółem";"2020";7;"szt.";"";
2012000;"Powiat suwalski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2013000;"Powiat wysokomazowiecki";"ogółem";"ogółem";"2020";36;"szt.";"";
2013000;"Powiat wysokomazowiecki";"ogółem";"ogółem";"2021";;"szt.";"n";
2013000;"Powiat wysokomazowiecki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
2013000;"Powiat wysokomazowiecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2013000;"Powiat wysokomazowiecki";"rynek wtórny";"ogółem";"2020";36;"szt.";"";
2013000;"Powiat wysokomazowiecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2014000;"Powiat zambrowski";"ogółem";"ogółem";"2020";105;"szt.";"";
2014000;"Powiat zambrowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2014000;"Powiat zambrowski";"rynek pierwotny";"ogółem";"2020";23;"szt.";"";
2014000;"Powiat zambrowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2014000;"Powiat zambrowski";"rynek wtórny";"ogółem";"2020";82;"szt.";"";
2014000;"Powiat zambrowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2061000;"Powiat m.Białystok";"ogółem";"ogółem";"2020";3402;"szt.";"";
2061000;"Powiat m.Białystok";"ogółem";"ogółem";"2021";;"szt.";"n";
2061000;"Powiat m.Białystok";"rynek pierwotny";"ogółem";"2020";1908;"szt.";"";
2061000;"Powiat m.Białystok";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2061000;"Powiat m.Białystok";"rynek wtórny";"ogółem";"2020";1494;"szt.";"";
2061000;"Powiat m.Białystok";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2062000;"Powiat m.Łomża";"ogółem";"ogółem";"2020";396;"szt.";"";
2062000;"Powiat m.Łomża";"ogółem";"ogółem";"2021";;"szt.";"n";
2062000;"Powiat m.Łomża";"rynek pierwotny";"ogółem";"2020";239;"szt.";"";
2062000;"Powiat m.Łomża";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2062000;"Powiat m.Łomża";"rynek wtórny";"ogółem";"2020";157;"szt.";"";
2062000;"Powiat m.Łomża";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2063000;"Powiat m.Suwałki";"ogółem";"ogółem";"2020";625;"szt.";"";
2063000;"Powiat m.Suwałki";"ogółem";"ogółem";"2021";;"szt.";"n";
2063000;"Powiat m.Suwałki";"rynek pierwotny";"ogółem";"2020";442;"szt.";"";
2063000;"Powiat m.Suwałki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2063000;"Powiat m.Suwałki";"rynek wtórny";"ogółem";"2020";183;"szt.";"";
2063000;"Powiat m.Suwałki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2201000;"Powiat bytowski";"ogółem";"ogółem";"2020";277;"szt.";"";
2201000;"Powiat bytowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2201000;"Powiat bytowski";"rynek pierwotny";"ogółem";"2020";8;"szt.";"";
2201000;"Powiat bytowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2201000;"Powiat bytowski";"rynek wtórny";"ogółem";"2020";269;"szt.";"";
2201000;"Powiat bytowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2202000;"Powiat chojnicki";"ogółem";"ogółem";"2020";383;"szt.";"";
2202000;"Powiat chojnicki";"ogółem";"ogółem";"2021";;"szt.";"n";
2202000;"Powiat chojnicki";"rynek pierwotny";"ogółem";"2020";178;"szt.";"";
2202000;"Powiat chojnicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2202000;"Powiat chojnicki";"rynek wtórny";"ogółem";"2020";205;"szt.";"";
2202000;"Powiat chojnicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2203000;"Powiat człuchowski";"ogółem";"ogółem";"2020";236;"szt.";"";
2203000;"Powiat człuchowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2203000;"Powiat człuchowski";"rynek pierwotny";"ogółem";"2020";5;"szt.";"";
2203000;"Powiat człuchowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2203000;"Powiat człuchowski";"rynek wtórny";"ogółem";"2020";231;"szt.";"";
2203000;"Powiat człuchowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2204000;"Powiat gdański";"ogółem";"ogółem";"2020";1017;"szt.";"";
2204000;"Powiat gdański";"ogółem";"ogółem";"2021";;"szt.";"n";
2204000;"Powiat gdański";"rynek pierwotny";"ogółem";"2020";297;"szt.";"";
2204000;"Powiat gdański";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2204000;"Powiat gdański";"rynek wtórny";"ogółem";"2020";720;"szt.";"";
2204000;"Powiat gdański";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2205000;"Powiat kartuski";"ogółem";"ogółem";"2020";523;"szt.";"";
2205000;"Powiat kartuski";"ogółem";"ogółem";"2021";;"szt.";"n";
2205000;"Powiat kartuski";"rynek pierwotny";"ogółem";"2020";272;"szt.";"";
2205000;"Powiat kartuski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2205000;"Powiat kartuski";"rynek wtórny";"ogółem";"2020";251;"szt.";"";
2205000;"Powiat kartuski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2206000;"Powiat kościerski";"ogółem";"ogółem";"2020";236;"szt.";"";
2206000;"Powiat kościerski";"ogółem";"ogółem";"2021";;"szt.";"n";
2206000;"Powiat kościerski";"rynek pierwotny";"ogółem";"2020";119;"szt.";"";
2206000;"Powiat kościerski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2206000;"Powiat kościerski";"rynek wtórny";"ogółem";"2020";117;"szt.";"";
2206000;"Powiat kościerski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2207000;"Powiat kwidzyński";"ogółem";"ogółem";"2020";296;"szt.";"";
2207000;"Powiat kwidzyński";"ogółem";"ogółem";"2021";;"szt.";"n";
2207000;"Powiat kwidzyński";"rynek pierwotny";"ogółem";"2020";81;"szt.";"";
2207000;"Powiat kwidzyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2207000;"Powiat kwidzyński";"rynek wtórny";"ogółem";"2020";215;"szt.";"";
2207000;"Powiat kwidzyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2208000;"Powiat lęborski";"ogółem";"ogółem";"2020";530;"szt.";"";
2208000;"Powiat lęborski";"ogółem";"ogółem";"2021";;"szt.";"n";
2208000;"Powiat lęborski";"rynek pierwotny";"ogółem";"2020";121;"szt.";"";
2208000;"Powiat lęborski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2208000;"Powiat lęborski";"rynek wtórny";"ogółem";"2020";409;"szt.";"";
2208000;"Powiat lęborski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2209000;"Powiat malborski";"ogółem";"ogółem";"2020";380;"szt.";"";
2209000;"Powiat malborski";"ogółem";"ogółem";"2021";;"szt.";"n";
2209000;"Powiat malborski";"rynek pierwotny";"ogółem";"2020";144;"szt.";"";
2209000;"Powiat malborski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2209000;"Powiat malborski";"rynek wtórny";"ogółem";"2020";236;"szt.";"";
2209000;"Powiat malborski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2210000;"Powiat nowodworski";"ogółem";"ogółem";"2020";257;"szt.";"";
2210000;"Powiat nowodworski";"ogółem";"ogółem";"2021";;"szt.";"n";
2210000;"Powiat nowodworski";"rynek pierwotny";"ogółem";"2020";129;"szt.";"";
2210000;"Powiat nowodworski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2210000;"Powiat nowodworski";"rynek wtórny";"ogółem";"2020";128;"szt.";"";
2210000;"Powiat nowodworski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2211000;"Powiat pucki";"ogółem";"ogółem";"2020";914;"szt.";"";
2211000;"Powiat pucki";"ogółem";"ogółem";"2021";;"szt.";"n";
2211000;"Powiat pucki";"rynek pierwotny";"ogółem";"2020";601;"szt.";"";
2211000;"Powiat pucki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2211000;"Powiat pucki";"rynek wtórny";"ogółem";"2020";313;"szt.";"";
2211000;"Powiat pucki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2212000;"Powiat słupski";"ogółem";"ogółem";"2020";351;"szt.";"";
2212000;"Powiat słupski";"ogółem";"ogółem";"2021";;"szt.";"n";
2212000;"Powiat słupski";"rynek pierwotny";"ogółem";"2020";151;"szt.";"";
2212000;"Powiat słupski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2212000;"Powiat słupski";"rynek wtórny";"ogółem";"2020";200;"szt.";"";
2212000;"Powiat słupski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2213000;"Powiat starogardzki";"ogółem";"ogółem";"2020";467;"szt.";"";
2213000;"Powiat starogardzki";"ogółem";"ogółem";"2021";;"szt.";"n";
2213000;"Powiat starogardzki";"rynek pierwotny";"ogółem";"2020";230;"szt.";"";
2213000;"Powiat starogardzki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2213000;"Powiat starogardzki";"rynek wtórny";"ogółem";"2020";237;"szt.";"";
2213000;"Powiat starogardzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2214000;"Powiat tczewski";"ogółem";"ogółem";"2020";678;"szt.";"";
2214000;"Powiat tczewski";"ogółem";"ogółem";"2021";;"szt.";"n";
2214000;"Powiat tczewski";"rynek pierwotny";"ogółem";"2020";270;"szt.";"";
2214000;"Powiat tczewski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2214000;"Powiat tczewski";"rynek wtórny";"ogółem";"2020";408;"szt.";"";
2214000;"Powiat tczewski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2215000;"Powiat wejherowski";"ogółem";"ogółem";"2020";2110;"szt.";"";
2215000;"Powiat wejherowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2215000;"Powiat wejherowski";"rynek pierwotny";"ogółem";"2020";1313;"szt.";"";
2215000;"Powiat wejherowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2215000;"Powiat wejherowski";"rynek wtórny";"ogółem";"2020";797;"szt.";"";
2215000;"Powiat wejherowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2216000;"Powiat sztumski";"ogółem";"ogółem";"2020";85;"szt.";"";
2216000;"Powiat sztumski";"ogółem";"ogółem";"2021";;"szt.";"n";
2216000;"Powiat sztumski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
2216000;"Powiat sztumski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2216000;"Powiat sztumski";"rynek wtórny";"ogółem";"2020";85;"szt.";"";
2216000;"Powiat sztumski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2261000;"Powiat m.Gdańsk";"ogółem";"ogółem";"2020";8475;"szt.";"";
2261000;"Powiat m.Gdańsk";"ogółem";"ogółem";"2021";;"szt.";"n";
2261000;"Powiat m.Gdańsk";"rynek pierwotny";"ogółem";"2020";5049;"szt.";"";
2261000;"Powiat m.Gdańsk";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2261000;"Powiat m.Gdańsk";"rynek wtórny";"ogółem";"2020";3426;"szt.";"";
2261000;"Powiat m.Gdańsk";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2262000;"Powiat m.Gdynia";"ogółem";"ogółem";"2020";3053;"szt.";"";
2262000;"Powiat m.Gdynia";"ogółem";"ogółem";"2021";;"szt.";"n";
2262000;"Powiat m.Gdynia";"rynek pierwotny";"ogółem";"2020";1374;"szt.";"";
2262000;"Powiat m.Gdynia";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2262000;"Powiat m.Gdynia";"rynek wtórny";"ogółem";"2020";1679;"szt.";"";
2262000;"Powiat m.Gdynia";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2263000;"Powiat m.Słupsk";"ogółem";"ogółem";"2020";1177;"szt.";"";
2263000;"Powiat m.Słupsk";"ogółem";"ogółem";"2021";;"szt.";"n";
2263000;"Powiat m.Słupsk";"rynek pierwotny";"ogółem";"2020";548;"szt.";"";
2263000;"Powiat m.Słupsk";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2263000;"Powiat m.Słupsk";"rynek wtórny";"ogółem";"2020";629;"szt.";"";
2263000;"Powiat m.Słupsk";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2264000;"Powiat m.Sopot";"ogółem";"ogółem";"2020";455;"szt.";"";
2264000;"Powiat m.Sopot";"ogółem";"ogółem";"2021";;"szt.";"n";
2264000;"Powiat m.Sopot";"rynek pierwotny";"ogółem";"2020";111;"szt.";"";
2264000;"Powiat m.Sopot";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2264000;"Powiat m.Sopot";"rynek wtórny";"ogółem";"2020";344;"szt.";"";
2264000;"Powiat m.Sopot";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2401000;"Powiat będziński";"ogółem";"ogółem";"2020";497;"szt.";"";
2401000;"Powiat będziński";"ogółem";"ogółem";"2021";;"szt.";"n";
2401000;"Powiat będziński";"rynek pierwotny";"ogółem";"2020";68;"szt.";"";
2401000;"Powiat będziński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2401000;"Powiat będziński";"rynek wtórny";"ogółem";"2020";429;"szt.";"";
2401000;"Powiat będziński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2402000;"Powiat bielski";"ogółem";"ogółem";"2020";238;"szt.";"";
2402000;"Powiat bielski";"ogółem";"ogółem";"2021";;"szt.";"n";
2402000;"Powiat bielski";"rynek pierwotny";"ogółem";"2020";68;"szt.";"";
2402000;"Powiat bielski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2402000;"Powiat bielski";"rynek wtórny";"ogółem";"2020";170;"szt.";"";
2402000;"Powiat bielski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2403000;"Powiat cieszyński";"ogółem";"ogółem";"2020";264;"szt.";"";
2403000;"Powiat cieszyński";"ogółem";"ogółem";"2021";;"szt.";"n";
2403000;"Powiat cieszyński";"rynek pierwotny";"ogółem";"2020";47;"szt.";"";
2403000;"Powiat cieszyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2403000;"Powiat cieszyński";"rynek wtórny";"ogółem";"2020";217;"szt.";"";
2403000;"Powiat cieszyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2404000;"Powiat częstochowski";"ogółem";"ogółem";"2020";53;"szt.";"";
2404000;"Powiat częstochowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2404000;"Powiat częstochowski";"rynek pierwotny";"ogółem";"2020";3;"szt.";"";
2404000;"Powiat częstochowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2404000;"Powiat częstochowski";"rynek wtórny";"ogółem";"2020";50;"szt.";"";
2404000;"Powiat częstochowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2405000;"Powiat gliwicki";"ogółem";"ogółem";"2020";326;"szt.";"";
2405000;"Powiat gliwicki";"ogółem";"ogółem";"2021";;"szt.";"n";
2405000;"Powiat gliwicki";"rynek pierwotny";"ogółem";"2020";52;"szt.";"";
2405000;"Powiat gliwicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2405000;"Powiat gliwicki";"rynek wtórny";"ogółem";"2020";274;"szt.";"";
2405000;"Powiat gliwicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2406000;"Powiat kłobucki";"ogółem";"ogółem";"2020";22;"szt.";"";
2406000;"Powiat kłobucki";"ogółem";"ogółem";"2021";;"szt.";"n";
2406000;"Powiat kłobucki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
2406000;"Powiat kłobucki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2406000;"Powiat kłobucki";"rynek wtórny";"ogółem";"2020";22;"szt.";"";
2406000;"Powiat kłobucki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2407000;"Powiat lubliniecki";"ogółem";"ogółem";"2020";53;"szt.";"";
2407000;"Powiat lubliniecki";"ogółem";"ogółem";"2021";;"szt.";"n";
2407000;"Powiat lubliniecki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
2407000;"Powiat lubliniecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2407000;"Powiat lubliniecki";"rynek wtórny";"ogółem";"2020";51;"szt.";"";
2407000;"Powiat lubliniecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2408000;"Powiat mikołowski";"ogółem";"ogółem";"2020";230;"szt.";"";
2408000;"Powiat mikołowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2408000;"Powiat mikołowski";"rynek pierwotny";"ogółem";"2020";92;"szt.";"";
2408000;"Powiat mikołowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2408000;"Powiat mikołowski";"rynek wtórny";"ogółem";"2020";138;"szt.";"";
2408000;"Powiat mikołowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2409000;"Powiat myszkowski";"ogółem";"ogółem";"2020";94;"szt.";"";
2409000;"Powiat myszkowski";"ogółem";"ogółem";"2021";;"szt.";"n";
2409000;"Powiat myszkowski";"rynek pierwotny";"ogółem";"2020";22;"szt.";"";
2409000;"Powiat myszkowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2409000;"Powiat myszkowski";"rynek wtórny";"ogółem";"2020";72;"szt.";"";
2409000;"Powiat myszkowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2410000;"Powiat pszczyński";"ogółem";"ogółem";"2020";236;"szt.";"";
2410000;"Powiat pszczyński";"ogółem";"ogółem";"2021";;"szt.";"n";
2410000;"Powiat pszczyński";"rynek pierwotny";"ogółem";"2020";14;"szt.";"";
2410000;"Powiat pszczyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2410000;"Powiat pszczyński";"rynek wtórny";"ogółem";"2020";222;"szt.";"";
2410000;"Powiat pszczyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2411000;"Powiat raciborski";"ogółem";"ogółem";"2020";261;"szt.";"";
2411000;"Powiat raciborski";"ogółem";"ogółem";"2021";;"szt.";"n";
2411000;"Powiat raciborski";"rynek pierwotny";"ogółem";"2020";39;"szt.";"";
2411000;"Powiat raciborski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2411000;"Powiat raciborski";"rynek wtórny";"ogółem";"2020";222;"szt.";"";
2411000;"Powiat raciborski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2412000;"Powiat rybnicki";"ogółem";"ogółem";"2020";75;"szt.";"";
