"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1014000;"Powiat sieradzki";"rynek wtórny";"ogółem";"2020";124;"szt.";"";
1014000;"Powiat sieradzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1015000;"Powiat skierniewicki";"ogółem";"ogółem";"2020";6;"szt.";"";
1015000;"Powiat skierniewicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1015000;"Powiat skierniewicki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1015000;"Powiat skierniewicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1015000;"Powiat skierniewicki";"rynek wtórny";"ogółem";"2020";6;"szt.";"";
1015000;"Powiat skierniewicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1016000;"Powiat tomaszowski";"ogółem";"ogółem";"2020";295;"szt.";"";
1016000;"Powiat tomaszowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1016000;"Powiat tomaszowski";"rynek pierwotny";"ogółem";"2020";69;"szt.";"";
1016000;"Powiat tomaszowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1016000;"Powiat tomaszowski";"rynek wtórny";"ogółem";"2020";226;"szt.";"";
1016000;"Powiat tomaszowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1017000;"Powiat wieluński";"ogółem";"ogółem";"2020";119;"szt.";"";
1017000;"Powiat wieluński";"ogółem";"ogółem";"2021";;"szt.";"n";
1017000;"Powiat wieluński";"rynek pierwotny";"ogółem";"2020";66;"szt.";"";
1017000;"Powiat wieluński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1017000;"Powiat wieluński";"rynek wtórny";"ogółem";"2020";53;"szt.";"";
1017000;"Powiat wieluński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1018000;"Powiat wieruszowski";"ogółem";"ogółem";"2020";64;"szt.";"";
1018000;"Powiat wieruszowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1018000;"Powiat wieruszowski";"rynek pierwotny";"ogółem";"2020";52;"szt.";"";
1018000;"Powiat wieruszowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1018000;"Powiat wieruszowski";"rynek wtórny";"ogółem";"2020";12;"szt.";"";
1018000;"Powiat wieruszowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1019000;"Powiat zduńskowolski";"ogółem";"ogółem";"2020";126;"szt.";"";
1019000;"Powiat zduńskowolski";"ogółem";"ogółem";"2021";;"szt.";"n";
1019000;"Powiat zduńskowolski";"rynek pierwotny";"ogółem";"2020";3;"szt.";"";
1019000;"Powiat zduńskowolski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1019000;"Powiat zduńskowolski";"rynek wtórny";"ogółem";"2020";123;"szt.";"";
1019000;"Powiat zduńskowolski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1020000;"Powiat zgierski";"ogółem";"ogółem";"2020";492;"szt.";"";
1020000;"Powiat zgierski";"ogółem";"ogółem";"2021";;"szt.";"n";
1020000;"Powiat zgierski";"rynek pierwotny";"ogółem";"2020";138;"szt.";"";
1020000;"Powiat zgierski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1020000;"Powiat zgierski";"rynek wtórny";"ogółem";"2020";354;"szt.";"";
1020000;"Powiat zgierski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1021000;"Powiat brzeziński";"ogółem";"ogółem";"2020";66;"szt.";"";
1021000;"Powiat brzeziński";"ogółem";"ogółem";"2021";;"szt.";"n";
1021000;"Powiat brzeziński";"rynek pierwotny";"ogółem";"2020";34;"szt.";"";
1021000;"Powiat brzeziński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1021000;"Powiat brzeziński";"rynek wtórny";"ogółem";"2020";32;"szt.";"";
1021000;"Powiat brzeziński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1061000;"Powiat m.Łódź";"ogółem";"ogółem";"2020";8049;"szt.";"";
1061000;"Powiat m.Łódź";"ogółem";"ogółem";"2021";;"szt.";"n";
1061000;"Powiat m.Łódź";"rynek pierwotny";"ogółem";"2020";3952;"szt.";"";
1061000;"Powiat m.Łódź";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1061000;"Powiat m.Łódź";"rynek wtórny";"ogółem";"2020";4097;"szt.";"";
1061000;"Powiat m.Łódź";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1062000;"Powiat m.Piotrków Trybunalski";"ogółem";"ogółem";"2020";345;"szt.";"";
1062000;"Powiat m.Piotrków Trybunalski";"ogółem";"ogółem";"2021";;"szt.";"n";
1062000;"Powiat m.Piotrków Trybunalski";"rynek pierwotny";"ogółem";"2020";62;"szt.";"";
1062000;"Powiat m.Piotrków Trybunalski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1062000;"Powiat m.Piotrków Trybunalski";"rynek wtórny";"ogółem";"2020";283;"szt.";"";
1062000;"Powiat m.Piotrków Trybunalski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1063000;"Powiat m.Skierniewice";"ogółem";"ogółem";"2020";181;"szt.";"";
1063000;"Powiat m.Skierniewice";"ogółem";"ogółem";"2021";;"szt.";"n";
1063000;"Powiat m.Skierniewice";"rynek pierwotny";"ogółem";"2020";46;"szt.";"";
1063000;"Powiat m.Skierniewice";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1063000;"Powiat m.Skierniewice";"rynek wtórny";"ogółem";"2020";135;"szt.";"";
1063000;"Powiat m.Skierniewice";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1201000;"Powiat bocheński";"ogółem";"ogółem";"2020";216;"szt.";"";
1201000;"Powiat bocheński";"ogółem";"ogółem";"2021";;"szt.";"n";
1201000;"Powiat bocheński";"rynek pierwotny";"ogółem";"2020";132;"szt.";"";
1201000;"Powiat bocheński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1201000;"Powiat bocheński";"rynek wtórny";"ogółem";"2020";84;"szt.";"";
1201000;"Powiat bocheński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1202000;"Powiat brzeski";"ogółem";"ogółem";"2020";41;"szt.";"";
1202000;"Powiat brzeski";"ogółem";"ogółem";"2021";;"szt.";"n";
1202000;"Powiat brzeski";"rynek pierwotny";"ogółem";"2020";8;"szt.";"";
1202000;"Powiat brzeski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1202000;"Powiat brzeski";"rynek wtórny";"ogółem";"2020";33;"szt.";"";
1202000;"Powiat brzeski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1203000;"Powiat chrzanowski";"ogółem";"ogółem";"2020";254;"szt.";"";
1203000;"Powiat chrzanowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1203000;"Powiat chrzanowski";"rynek pierwotny";"ogółem";"2020";17;"szt.";"";
1203000;"Powiat chrzanowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1203000;"Powiat chrzanowski";"rynek wtórny";"ogółem";"2020";237;"szt.";"";
1203000;"Powiat chrzanowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1204000;"Powiat dąbrowski";"ogółem";"ogółem";"2020";27;"szt.";"";
1204000;"Powiat dąbrowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1204000;"Powiat dąbrowski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1204000;"Powiat dąbrowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1204000;"Powiat dąbrowski";"rynek wtórny";"ogółem";"2020";27;"szt.";"";
1204000;"Powiat dąbrowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1205000;"Powiat gorlicki";"ogółem";"ogółem";"2020";64;"szt.";"";
1205000;"Powiat gorlicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1205000;"Powiat gorlicki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1205000;"Powiat gorlicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1205000;"Powiat gorlicki";"rynek wtórny";"ogółem";"2020";64;"szt.";"";
1205000;"Powiat gorlicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1206000;"Powiat krakowski";"ogółem";"ogółem";"2020";916;"szt.";"";
1206000;"Powiat krakowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1206000;"Powiat krakowski";"rynek pierwotny";"ogółem";"2020";685;"szt.";"";
1206000;"Powiat krakowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1206000;"Powiat krakowski";"rynek wtórny";"ogółem";"2020";231;"szt.";"";
1206000;"Powiat krakowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1207000;"Powiat limanowski";"ogółem";"ogółem";"2020";51;"szt.";"";
1207000;"Powiat limanowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1207000;"Powiat limanowski";"rynek pierwotny";"ogółem";"2020";19;"szt.";"";
1207000;"Powiat limanowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1207000;"Powiat limanowski";"rynek wtórny";"ogółem";"2020";32;"szt.";"";
1207000;"Powiat limanowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1208000;"Powiat miechowski";"ogółem";"ogółem";"2020";22;"szt.";"";
1208000;"Powiat miechowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1208000;"Powiat miechowski";"rynek pierwotny";"ogółem";"2020";5;"szt.";"";
1208000;"Powiat miechowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1208000;"Powiat miechowski";"rynek wtórny";"ogółem";"2020";17;"szt.";"";
1208000;"Powiat miechowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1209000;"Powiat myślenicki";"ogółem";"ogółem";"2020";140;"szt.";"";
1209000;"Powiat myślenicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1209000;"Powiat myślenicki";"rynek pierwotny";"ogółem";"2020";79;"szt.";"";
1209000;"Powiat myślenicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1209000;"Powiat myślenicki";"rynek wtórny";"ogółem";"2020";61;"szt.";"";
1209000;"Powiat myślenicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1210000;"Powiat nowosądecki";"ogółem";"ogółem";"2020";121;"szt.";"";
1210000;"Powiat nowosądecki";"ogółem";"ogółem";"2021";;"szt.";"n";
1210000;"Powiat nowosądecki";"rynek pierwotny";"ogółem";"2020";4;"szt.";"";
1210000;"Powiat nowosądecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1210000;"Powiat nowosądecki";"rynek wtórny";"ogółem";"2020";117;"szt.";"";
1210000;"Powiat nowosądecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1211000;"Powiat nowotarski";"ogółem";"ogółem";"2020";226;"szt.";"";
1211000;"Powiat nowotarski";"ogółem";"ogółem";"2021";;"szt.";"n";
1211000;"Powiat nowotarski";"rynek pierwotny";"ogółem";"2020";115;"szt.";"";
1211000;"Powiat nowotarski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1211000;"Powiat nowotarski";"rynek wtórny";"ogółem";"2020";111;"szt.";"";
1211000;"Powiat nowotarski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1212000;"Powiat olkuski";"ogółem";"ogółem";"2020";142;"szt.";"";
1212000;"Powiat olkuski";"ogółem";"ogółem";"2021";;"szt.";"n";
1212000;"Powiat olkuski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1212000;"Powiat olkuski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1212000;"Powiat olkuski";"rynek wtórny";"ogółem";"2020";141;"szt.";"";
1212000;"Powiat olkuski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1213000;"Powiat oświęcimski";"ogółem";"ogółem";"2020";446;"szt.";"";
1213000;"Powiat oświęcimski";"ogółem";"ogółem";"2021";;"szt.";"n";
1213000;"Powiat oświęcimski";"rynek pierwotny";"ogółem";"2020";145;"szt.";"";
1213000;"Powiat oświęcimski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1213000;"Powiat oświęcimski";"rynek wtórny";"ogółem";"2020";301;"szt.";"";
1213000;"Powiat oświęcimski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1214000;"Powiat proszowicki";"ogółem";"ogółem";"2020";13;"szt.";"";
1214000;"Powiat proszowicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1214000;"Powiat proszowicki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1214000;"Powiat proszowicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1214000;"Powiat proszowicki";"rynek wtórny";"ogółem";"2020";13;"szt.";"";
1214000;"Powiat proszowicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1215000;"Powiat suski";"ogółem";"ogółem";"2020";28;"szt.";"";
1215000;"Powiat suski";"ogółem";"ogółem";"2021";;"szt.";"n";
1215000;"Powiat suski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1215000;"Powiat suski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1215000;"Powiat suski";"rynek wtórny";"ogółem";"2020";28;"szt.";"";
1215000;"Powiat suski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1216000;"Powiat tarnowski";"ogółem";"ogółem";"2020";30;"szt.";"";
1216000;"Powiat tarnowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1216000;"Powiat tarnowski";"rynek pierwotny";"ogółem";"2020";12;"szt.";"";
1216000;"Powiat tarnowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1216000;"Powiat tarnowski";"rynek wtórny";"ogółem";"2020";18;"szt.";"";
1216000;"Powiat tarnowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1217000;"Powiat tatrzański";"ogółem";"ogółem";"2020";279;"szt.";"";
1217000;"Powiat tatrzański";"ogółem";"ogółem";"2021";;"szt.";"n";
1217000;"Powiat tatrzański";"rynek pierwotny";"ogółem";"2020";42;"szt.";"";
1217000;"Powiat tatrzański";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1217000;"Powiat tatrzański";"rynek wtórny";"ogółem";"2020";237;"szt.";"";
1217000;"Powiat tatrzański";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1218000;"Powiat wadowicki";"ogółem";"ogółem";"2020";244;"szt.";"";
1218000;"Powiat wadowicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1218000;"Powiat wadowicki";"rynek pierwotny";"ogółem";"2020";116;"szt.";"";
1218000;"Powiat wadowicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1218000;"Powiat wadowicki";"rynek wtórny";"ogółem";"2020";128;"szt.";"";
1218000;"Powiat wadowicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1219000;"Powiat wielicki";"ogółem";"ogółem";"2020";788;"szt.";"";
1219000;"Powiat wielicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1219000;"Powiat wielicki";"rynek pierwotny";"ogółem";"2020";576;"szt.";"";
1219000;"Powiat wielicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1219000;"Powiat wielicki";"rynek wtórny";"ogółem";"2020";212;"szt.";"";
1219000;"Powiat wielicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1261000;"Powiat m.Kraków";"ogółem";"ogółem";"2020";11576;"szt.";"";
1261000;"Powiat m.Kraków";"ogółem";"ogółem";"2021";;"szt.";"n";
1261000;"Powiat m.Kraków";"rynek pierwotny";"ogółem";"2020";7039;"szt.";"";
1261000;"Powiat m.Kraków";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1261000;"Powiat m.Kraków";"rynek wtórny";"ogółem";"2020";4537;"szt.";"";
1261000;"Powiat m.Kraków";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1262000;"Powiat m.Nowy Sącz";"ogółem";"ogółem";"2020";397;"szt.";"";
1262000;"Powiat m.Nowy Sącz";"ogółem";"ogółem";"2021";;"szt.";"n";
1262000;"Powiat m.Nowy Sącz";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1262000;"Powiat m.Nowy Sącz";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1262000;"Powiat m.Nowy Sącz";"rynek wtórny";"ogółem";"2020";397;"szt.";"";
1262000;"Powiat m.Nowy Sącz";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1263000;"Powiat m.Tarnów";"ogółem";"ogółem";"2020";528;"szt.";"";
1263000;"Powiat m.Tarnów";"ogółem";"ogółem";"2021";;"szt.";"n";
1263000;"Powiat m.Tarnów";"rynek pierwotny";"ogółem";"2020";198;"szt.";"";
1263000;"Powiat m.Tarnów";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1263000;"Powiat m.Tarnów";"rynek wtórny";"ogółem";"2020";330;"szt.";"";
1263000;"Powiat m.Tarnów";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1401000;"Powiat białobrzeski";"ogółem";"ogółem";"2020";48;"szt.";"";
1401000;"Powiat białobrzeski";"ogółem";"ogółem";"2021";;"szt.";"n";
1401000;"Powiat białobrzeski";"rynek pierwotny";"ogółem";"2020";4;"szt.";"";
1401000;"Powiat białobrzeski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1401000;"Powiat białobrzeski";"rynek wtórny";"ogółem";"2020";44;"szt.";"";
1401000;"Powiat białobrzeski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1402000;"Powiat ciechanowski";"ogółem";"ogółem";"2020";523;"szt.";"";
1402000;"Powiat ciechanowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1402000;"Powiat ciechanowski";"rynek pierwotny";"ogółem";"2020";379;"szt.";"";
1402000;"Powiat ciechanowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1402000;"Powiat ciechanowski";"rynek wtórny";"ogółem";"2020";144;"szt.";"";
1402000;"Powiat ciechanowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1403000;"Powiat garwoliński";"ogółem";"ogółem";"2020";246;"szt.";"";
1403000;"Powiat garwoliński";"ogółem";"ogółem";"2021";;"szt.";"n";
1403000;"Powiat garwoliński";"rynek pierwotny";"ogółem";"2020";175;"szt.";"";
1403000;"Powiat garwoliński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1403000;"Powiat garwoliński";"rynek wtórny";"ogółem";"2020";71;"szt.";"";
1403000;"Powiat garwoliński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1404000;"Powiat gostyniński";"ogółem";"ogółem";"2020";59;"szt.";"";
1404000;"Powiat gostyniński";"ogółem";"ogółem";"2021";;"szt.";"n";
1404000;"Powiat gostyniński";"rynek pierwotny";"ogółem";"2020";14;"szt.";"";
1404000;"Powiat gostyniński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1404000;"Powiat gostyniński";"rynek wtórny";"ogółem";"2020";45;"szt.";"";
1404000;"Powiat gostyniński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1405000;"Powiat grodziski";"ogółem";"ogółem";"2020";807;"szt.";"";
1405000;"Powiat grodziski";"ogółem";"ogółem";"2021";;"szt.";"n";
1405000;"Powiat grodziski";"rynek pierwotny";"ogółem";"2020";431;"szt.";"";
1405000;"Powiat grodziski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1405000;"Powiat grodziski";"rynek wtórny";"ogółem";"2020";376;"szt.";"";
1405000;"Powiat grodziski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1406000;"Powiat grójecki";"ogółem";"ogółem";"2020";352;"szt.";"";
1406000;"Powiat grójecki";"ogółem";"ogółem";"2021";;"szt.";"n";
1406000;"Powiat grójecki";"rynek pierwotny";"ogółem";"2020";163;"szt.";"";
1406000;"Powiat grójecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1406000;"Powiat grójecki";"rynek wtórny";"ogółem";"2020";189;"szt.";"";
1406000;"Powiat grójecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1407000;"Powiat kozienicki";"ogółem";"ogółem";"2020";103;"szt.";"";
1407000;"Powiat kozienicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1407000;"Powiat kozienicki";"rynek pierwotny";"ogółem";"2020";23;"szt.";"";
1407000;"Powiat kozienicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1407000;"Powiat kozienicki";"rynek wtórny";"ogółem";"2020";80;"szt.";"";
1407000;"Powiat kozienicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1408000;"Powiat legionowski";"ogółem";"ogółem";"2020";805;"szt.";"";
1408000;"Powiat legionowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1408000;"Powiat legionowski";"rynek pierwotny";"ogółem";"2020";333;"szt.";"";
1408000;"Powiat legionowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1408000;"Powiat legionowski";"rynek wtórny";"ogółem";"2020";472;"szt.";"";
1408000;"Powiat legionowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1409000;"Powiat lipski";"ogółem";"ogółem";"2020";18;"szt.";"";
1409000;"Powiat lipski";"ogółem";"ogółem";"2021";;"szt.";"n";
1409000;"Powiat lipski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1409000;"Powiat lipski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1409000;"Powiat lipski";"rynek wtórny";"ogółem";"2020";18;"szt.";"";
1409000;"Powiat lipski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1410000;"Powiat łosicki";"ogółem";"ogółem";"2020";17;"szt.";"";
1410000;"Powiat łosicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1410000;"Powiat łosicki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1410000;"Powiat łosicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1410000;"Powiat łosicki";"rynek wtórny";"ogółem";"2020";17;"szt.";"";
1410000;"Powiat łosicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1411000;"Powiat makowski";"ogółem";"ogółem";"2020";52;"szt.";"";
1411000;"Powiat makowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1411000;"Powiat makowski";"rynek pierwotny";"ogółem";"2020";22;"szt.";"";
1411000;"Powiat makowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1411000;"Powiat makowski";"rynek wtórny";"ogółem";"2020";30;"szt.";"";
1411000;"Powiat makowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1412000;"Powiat miński";"ogółem";"ogółem";"2020";474;"szt.";"";
1412000;"Powiat miński";"ogółem";"ogółem";"2021";;"szt.";"n";
1412000;"Powiat miński";"rynek pierwotny";"ogółem";"2020";238;"szt.";"";
1412000;"Powiat miński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1412000;"Powiat miński";"rynek wtórny";"ogółem";"2020";236;"szt.";"";
1412000;"Powiat miński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1413000;"Powiat mławski";"ogółem";"ogółem";"2020";338;"szt.";"";
1413000;"Powiat mławski";"ogółem";"ogółem";"2021";;"szt.";"n";
1413000;"Powiat mławski";"rynek pierwotny";"ogółem";"2020";209;"szt.";"";
1413000;"Powiat mławski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1413000;"Powiat mławski";"rynek wtórny";"ogółem";"2020";129;"szt.";"";
1413000;"Powiat mławski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1414000;"Powiat nowodworski";"ogółem";"ogółem";"2020";732;"szt.";"";
1414000;"Powiat nowodworski";"ogółem";"ogółem";"2021";;"szt.";"n";
1414000;"Powiat nowodworski";"rynek pierwotny";"ogółem";"2020";501;"szt.";"";
1414000;"Powiat nowodworski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1414000;"Powiat nowodworski";"rynek wtórny";"ogółem";"2020";231;"szt.";"";
1414000;"Powiat nowodworski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1415000;"Powiat ostrołęcki";"ogółem";"ogółem";"2020";0;"szt.";"x";
1415000;"Powiat ostrołęcki";"ogółem";"ogółem";"2021";;"szt.";"n";
1415000;"Powiat ostrołęcki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1415000;"Powiat ostrołęcki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1415000;"Powiat ostrołęcki";"rynek wtórny";"ogółem";"2020";0;"szt.";"x";
1415000;"Powiat ostrołęcki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1416000;"Powiat ostrowski";"ogółem";"ogółem";"2020";69;"szt.";"";
1416000;"Powiat ostrowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1416000;"Powiat ostrowski";"rynek pierwotny";"ogółem";"2020";17;"szt.";"";
1416000;"Powiat ostrowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1416000;"Powiat ostrowski";"rynek wtórny";"ogółem";"2020";52;"szt.";"";
1416000;"Powiat ostrowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1417000;"Powiat otwocki";"ogółem";"ogółem";"2020";282;"szt.";"";
1417000;"Powiat otwocki";"ogółem";"ogółem";"2021";;"szt.";"n";
1417000;"Powiat otwocki";"rynek pierwotny";"ogółem";"2020";114;"szt.";"";
1417000;"Powiat otwocki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1417000;"Powiat otwocki";"rynek wtórny";"ogółem";"2020";168;"szt.";"";
1417000;"Powiat otwocki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1418000;"Powiat piaseczyński";"ogółem";"ogółem";"2020";3121;"szt.";"";
1418000;"Powiat piaseczyński";"ogółem";"ogółem";"2021";;"szt.";"n";
1418000;"Powiat piaseczyński";"rynek pierwotny";"ogółem";"2020";1589;"szt.";"";
1418000;"Powiat piaseczyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1418000;"Powiat piaseczyński";"rynek wtórny";"ogółem";"2020";1532;"szt.";"";
1418000;"Powiat piaseczyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1419000;"Powiat płocki";"ogółem";"ogółem";"2020";67;"szt.";"";
1419000;"Powiat płocki";"ogółem";"ogółem";"2021";;"szt.";"n";
1419000;"Powiat płocki";"rynek pierwotny";"ogółem";"2020";7;"szt.";"";
1419000;"Powiat płocki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1419000;"Powiat płocki";"rynek wtórny";"ogółem";"2020";60;"szt.";"";
1419000;"Powiat płocki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1420000;"Powiat płoński";"ogółem";"ogółem";"2020";144;"szt.";"";
1420000;"Powiat płoński";"ogółem";"ogółem";"2021";;"szt.";"n";
1420000;"Powiat płoński";"rynek pierwotny";"ogółem";"2020";43;"szt.";"";
1420000;"Powiat płoński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1420000;"Powiat płoński";"rynek wtórny";"ogółem";"2020";101;"szt.";"";
1420000;"Powiat płoński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1421000;"Powiat pruszkowski";"ogółem";"ogółem";"2020";1099;"szt.";"";
1421000;"Powiat pruszkowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1421000;"Powiat pruszkowski";"rynek pierwotny";"ogółem";"2020";675;"szt.";"";
1421000;"Powiat pruszkowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1421000;"Powiat pruszkowski";"rynek wtórny";"ogółem";"2020";424;"szt.";"";
1421000;"Powiat pruszkowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
