klm;woj;trb;zut;d21;d32;d345;d347;d348;d36;d38;d61;d63;los;dochg;wydg
1;10;11;1;2;1;1;1;1;37;1;2;4;1;2513,00;1544,08
1;10;2;1;2;1;1;1;1;50;2;4;1;3;2260,80;2222,57
1;10;11;5;2;1;1;1;1;63;3;5;1;1;1027,21;987,95
1;10;2;7;2;1;1;1;1;48;2;4;3;3;1919,00;2037,71
1;10;3;1;2;1;1;1;1;46;2;4;3;4;1949,87;3639,28
1;10;12;5;2;1;1;1;1;53;2;2;5;2;5217,38;4220,67
1;10;1;1;2;1;1;1;1;35;1;2;4;2;3068,75;1760,64
1;10;1;1;2;1;1;1;1;36;1;3;3;2;4834,50;1241,58
1;10;12;1;2;1;1;1;1;50;2;3;3;3;3844,00;2608,86
1;10;12;1;2;1;1;1;1;49;2;4;2;2;1343,16;1068,76
1;10;11;5;2;1;1;1;1;50;2;3;2;1;1290,00;1083,22
1;10;12;5;2;1;1;1;1;52;2;3;2;4;2544,08;2447,98
1;10;1;1;2;1;1;1;1;51;2;3;3;2;1982,01;1579,38
1;10;2;1;2;1;1;1;1;48;2;3;4;3;3340,00;2322,52
1;10;1;5;2;1;1;1;1;48;2;3;2;2;2176,26;1738,09
1;10;2;1;2;1;1;1;1;48;2;3;4;3;2087,35;1980,17
1;10;11;7;2;1;1;1;1;48;2;5;1;1;594,28;590,75
1;10;1;5;2;1;1;1;1;50;2;3;4;2;1788,25;1546,17
1;10;11;7;2;1;1;1;1;35;1;3;1;1;526,00;612,73
1;10;11;5;2;1;1;1;1;37;1;5;2;1;1354,88;1852,45
1;10;1;7;2;1;1;1;1;50;2;3;3;2;1912,09;1454,39
1;10;12;1;2;1;1;1;1;55;3;3;3;3;3314,42;1651,29
1;10;3;4;2;1;1;1;1;37;1;4;1;4;1830,00;1722,42
1;10;6;1;2;1;1;1;1;46;2;4;1;2;1492,00;947,41
1;10;12;1;2;1;1;1;1;51;2;4;1;3;4253,00;2681,89
1;10;12;5;2;1;1;1;2;50;2;3;2;2;1136,42;1175,57
1;10;1;6;2;1;1;1;1;30;1;3;3;2;2232,13;1820,45
1;10;6;1;2;1;1;1;1;62;3;4;2;2;1727,30;1799,96
1;10;6;6;2;1;1;1;1;62;3;4;2;2;1688,78;1300,04
1;10;1;5;2;1;1;1;1;51;2;3;4;2;2492,11;3332,11
1;10;11;6;2;1;1;1;1;64;3;3;3;1;1908,90;2611,31
1;10;2;6;2;1;1;1;1;62;3;3;2;3;829,76;880,38
1;10;7;7;2;1;1;1;2;57;2;3;3;2;1190,00;983,85
1;10;2;1;2;1;1;1;1;62;3;3;3;3;2258,30;2362,16
1;10;2;1;2;1;1;1;1;67;3;2;3;3;5885,71;3350,94
1;10;11;5;2;1;1;1;1;62;3;5;1;1;854,56;1065,26
1;10;1;1;2;1;1;1;1;62;3;4;2;2;1410,00;1788,45
1;10;9;1;2;1;1;1;1;61;3;3;2;3;3227,30;2803,06
1;10;3;1;2;1;1;1;1;53;2;3;3;4;2778,00;2424,63
1;10;11;5;2;1;1;1;1;62;3;2;4;1;2253,47;2331,14
1;10;8;1;2;1;1;1;1;67;3;3;4;4;3820,00;2116,68
1;10;1;5;2;1;1;1;1;52;2;3;3;2;1705,67;1008,64
1;10;11;1;2;1;1;1;1;63;3;3;3;1;3102,80;2539,25
1;10;3;4;2;1;1;1;2;50;2;3;3;4;3285,00;3069,74
1;10;12;1;2;1;1;1;1;62;3;3;3;2;2219,42;1810,95
1;10;6;5;2;1;1;1;1;54;2;3;3;2;1298,93;1390,26
1;10;12;1;2;1;1;1;1;52;2;5;1;3;2449,89;2388,60
1;10;2;1;2;1;1;1;1;64;3;2;4;3;4826,00;5757,52
1;10;12;1;2;1;1;1;2;46;2;3;1;3;1734,57;939,09
1;10;6;5;2;1;1;1;1;44;2;4;3;2;1420,28;992,17
1;10;1;1;2;1;1;1;1;46;2;2;3;2;2523,16;2096,89
1;10;12;1;2;1;1;1;1;46;2;4;1;2;1986,51;1776,89
1;10;12;1;2;1;1;1;1;46;2;3;3;3;4100,00;6364,58
1;10;2;1;2;1;1;1;1;46;2;5;2;3;2369,02;2172,46
1;10;3;4;2;1;1;1;2;46;2;3;3;4;1921,00;1755,20
1;10;12;1;2;1;1;1;2;46;2;4;1;4;1954,00;1806,04
1;10;1;7;2;1;1;1;1;46;2;3;1;2;1060,00;992,38
1;10;12;5;2;1;1;1;1;46;2;4;3;2;1522,42;1124,60
1;10;12;5;2;1;1;1;1;46;2;5;2;3;1880,26;1343,28
1;10;1;4;2;1;1;1;1;32;2;3;3;2;1385,92;1540,66
1;10;2;1;2;1;1;1;1;25;1;2;6;3;1610,00;3092,47
1;10;1;1;2;1;1;1;1;46;2;2;4;2;3416,98;4532,57
1;10;8;1;2;1;1;1;1;46;2;3;3;5;3092,50;2710,54
1;10;11;5;2;1;1;1;1;35;1;3;3;1;1206,60;1065,98
1;10;11;6;2;1;1;1;1;35;1;3;1;1;1162,41;869,36
1;10;12;1;2;1;1;1;1;46;2;3;3;2;2146,30;1359,22
1;10;2;1;2;1;1;1;1;46;2;5;2;3;1758,34;1945,53
1;10;1;5;2;1;1;1;1;46;2;5;1;2;1521,30;1374,24
1;10;2;1;2;1;1;1;1;46;2;2;5;3;3688,70;2235,98
1;10;1;5;2;1;1;1;1;46;2;3;2;2;1714,24;1760,19
1;10;12;1;2;1;1;1;1;46;2;4;2;3;4532,00;3012,36
1;10;11;7;2;1;1;1;1;46;2;3;1;1;1136,00;1200,80
1;10;12;1;2;1;1;1;1;49;2;3;4;2;1870,90;2445,75
1;12;11;5;2;1;1;1;1;33;1;3;2;1;753,75;627,58
1;12;2;4;2;1;1;1;1;45;2;3;3;3;4812,95;5878,76
1;12;11;7;2;1;1;1;1;19;1;4;2;1;1160,00;1236,98
1;12;10;5;2;1;1;1;1;46;2;3;3;3;1808,40;1660,88
1;12;11;5;2;1;1;1;1;37;1;4;3;1;1056,40;896,72
1;12;11;5;2;1;1;1;1;48;2;4;2;1;1192,26;1362,31
1;12;10;6;2;1;1;1;1;42;2;4;3;2;1424,90;1302,28
1;12;10;5;2;1;1;1;1;40;2;3;3;3;3380,82;2341,91
1;12;11;1;2;1;1;1;1;51;2;3;2;1;1136,00;1111,24
1;12;1;5;2;1;1;1;1;46;2;3;3;2;1913,00;2283,61
1;12;4;1;2;1;1;1;1;36;2;3;3;5;4300,00;2132,16
1;12;1;1;2;1;1;1;1;54;3;2;4;2;3385,00;3331,13
1;12;4;1;2;1;1;1;1;60;3;3;3;5;3074,15;2533,30
1;12;3;1;2;1;1;1;1;48;2;3;3;4;2141,00;1867,02
1;12;11;1;2;1;1;1;1;30;1;4;1;1;1122,16;1009,17
1;12;11;5;1;1;1;2;1;36;1;2;4;1;1171,00;1319,30
1;12;11;6;2;1;1;2;1;48;2;3;3;1;1532,23;1326,82
1;12;3;1;2;1;1;1;1;36;2;2;4;4;4526,60;3194,34
1;12;3;1;2;1;1;1;1;47;2;3;3;4;2050,00;1855,26
1;12;11;5;2;1;1;1;1;35;1;5;1;1;842,42;1184,92
1;12;2;4;2;1;1;1;1;42;2;3;3;3;600,00;1772,39
1;12;12;1;2;1;1;1;1;52;2;3;3;2;1900,00;2196,89
1;12;5;6;1;1;1;1;1;32;1;5;1;6;1821,00;1713,85
1;12;10;5;2;1;1;1;2;48;2;5;1;3;924,60;1283,15
1;12;6;1;2;1;1;1;1;52;2;3;3;2;1390,00;3360,06
1;12;6;1;2;1;1;1;1;40;2;3;3;2;1114,60;1681,18
1;12;1;5;2;1;1;1;1;33;2;4;2;2;1197,79;1126,35
1;12;3;1;2;1;1;1;1;42;2;3;4;4;2862,00;1842,86
1;12;11;5;2;1;1;1;1;35;1;4;1;1;747,31;848,06
1;12;3;1;2;1;1;1;1;35;2;4;2;4;1852,48;1598,69
1;12;2;1;2;1;1;1;1;64;3;3;3;3;2270,20;2572,80
1;12;11;5;2;1;1;1;1;53;2;2;5;1;1638,78;2252,05
1;12;2;6;2;1;1;1;1;64;3;4;2;3;1937,52;2015,56
1;12;1;5;2;1;1;1;1;47;2;3;2;2;1546,53;1669,66
1;12;3;7;2;1;1;2;1;36;2;5;1;4;407,50;814,10
1;12;4;1;2;1;1;1;1;62;3;4;2;5;1728,51;2754,07
1;12;12;6;1;1;1;1;1;48;2;3;3;3;2412,41;2588,68
1;12;1;1;2;1;1;1;1;48;2;2;4;2;2700,00;2309,58
1;12;12;5;2;1;1;1;1;48;2;3;3;3;2584,90;2437,62
1;12;2;1;2;1;1;1;1;36;1;3;3;3;2070,30;2533,87
1;12;11;5;2;1;1;1;1;36;1;3;2;1;906,92;2667,43
1;12;1;1;2;1;1;1;2;30;1;3;3;2;2171,44;2954,92
1;12;11;5;2;1;1;1;1;32;1;5;1;1;919,20;801,51
1;12;2;5;2;1;1;1;2;35;1;4;1;3;1446,70;1229,74
1;12;8;1;2;1;1;1;1;53;2;4;1;6;2150,00;1636,18
1;12;6;1;2;1;1;1;1;45;2;4;1;4;1303,00;1620,44
1;12;9;2;1;1;1;1;1;52;2;4;3;3;3095,92;2835,71
1;12;4;1;2;1;1;1;1;48;2;3;3;5;2743,40;3257,67
1;12;3;1;2;1;1;1;1;52;2;3;4;4;2625,00;2497,04
1;12;8;1;2;1;1;1;1;65;3;4;1;4;1743,31;2566,36
1;12;6;7;2;1;1;1;1;28;1;5;1;2;692,11;723,82
1;12;8;1;2;1;1;1;1;49;2;3;3;4;4278,50;2542,84
1;12;2;1;2;1;1;1;1;28;1;3;3;3;3164,72;1608,39
1;12;11;1;2;1;1;1;1;28;1;2;3;1;1455,82;1116,04
1;12;10;1;2;1;1;1;1;55;2;3;3;2;5225,43;9295,60
1;12;11;1;2;1;1;1;1;47;2;4;3;1;983,90;1090,79
1;12;2;7;2;1;1;1;1;33;1;5;1;3;1639,62;1347,14
1;12;8;1;2;1;1;1;1;49;2;3;2;4;2210,06;3033,39
1;12;2;1;1;1;1;1;1;33;1;3;3;3;1711,27;1388,46
1;12;5;1;2;1;1;1;1;47;2;5;1;6;2734,32;3557,16
1;12;3;1;2;1;1;1;1;52;2;3;3;4;3983,41;3099,13
1;12;11;1;2;1;1;1;1;29;1;3;2;1;989,50;1267,76
1;12;3;4;2;1;1;1;1;75;4;3;4;4;4539,57;5870,70
1;12;12;1;2;1;1;1;1;33;1;3;3;3;3071,51;2561,40
1;12;2;1;2;1;1;1;1;33;1;2;4;3;3640,36;4092,20
1;12;1;4;2;1;1;1;1;53;3;3;3;2;3149,28;4421,75
1;12;6;1;2;1;1;1;1;28;1;4;2;2;1838,80;1971,86
1;12;1;1;2;1;1;1;1;65;3;3;2;2;1648,26;1161,05
1;12;11;7;2;1;1;1;2;28;1;5;1;1;0,00;368,02
1;12;1;7;2;1;1;1;1;32;1;2;4;2;3310,40;1908,35
1;12;8;1;2;1;1;1;1;50;2;3;2;5;3238,08;2996,47
1;12;3;1;2;1;1;1;1;33;1;5;1;4;1503,62;1326,78
1;12;2;1;2;1;1;1;1;33;1;3;2;3;1539,60;1712,45
1;12;6;6;1;1;1;1;1;49;3;3;3;2;2689,30;2442,16
1;12;10;6;2;1;1;1;1;38;2;3;2;3;1867,78;1343,26
1;12;1;5;2;1;1;1;1;47;3;3;4;2;2924,08;2445,81
1;12;1;5;2;1;1;1;1;56;4;3;3;2;2985,29;4341,99
1;12;12;6;2;1;1;1;1;57;4;3;2;3;2062,44;2607,54
1;12;12;1;2;1;1;1;1;48;3;3;3;2;2649,47;3219,04
1;12;1;5;2;1;1;1;1;49;3;3;3;2;1802,25;1809,25
1;12;1;1;2;1;1;1;1;29;1;2;5;2;3520,00;2749,07
1;12;1;4;2;1;1;1;1;47;3;3;4;2;3326,00;3167,52
1;12;1;1;2;1;1;1;1;29;1;3;4;2;2250,73;2276,55
1;12;12;1;2;1;1;1;1;28;2;2;4;4;5325,40;4434,06
1;12;3;1;2;1;1;1;1;20;1;2;4;4;4357,00;9694,11
1;12;1;6;2;1;1;1;1;56;4;4;2;2;1857,56;2382,00
1;12;10;6;2;1;1;1;1;47;3;5;1;3;1876,17;2330,95
1;12;12;6;2;1;1;1;1;48;3;4;1;3;2367,30;2764,96
1;12;12;6;2;1;1;1;1;57;4;2;3;2;3199,99;3743,28
1;12;1;5;2;1;1;1;1;57;4;4;2;2;1879,38;1705,72
1;12;8;1;2;1;1;1;1;49;3;3;2;5;5215,11;5493,59
1;12;1;7;2;1;1;1;1;48;3;3;3;2;1981,60;2775,72
1;12;12;5;2;1;1;1;1;38;2;4;2;3;2862,07;3190,84
1;12;12;1;2;1;1;1;1;48;3;3;3;3;3071,17;3083,16
1;12;11;1;2;1;1;1;1;59;4;2;4;1;2061,60;1183,85
1;12;11;1;2;1;1;1;2;48;3;2;4;1;1568,30;11485,77
1;12;8;1;2;1;1;1;1;49;3;2;3;5;5761,39;3486,93
1;12;3;4;2;1;1;1;1;49;3;4;2;4;1440,00;1634,49
1;12;2;1;2;1;1;1;1;46;2;3;4;3;1558,10;1272,76
1;12;11;1;2;1;1;1;1;46;2;3;3;1;1600,00;1026,97
1;12;12;7;2;1;1;1;1;38;2;4;2;2;981,60;832,80
1;12;3;1;2;1;1;1;1;38;2;2;5;4;3400,00;3682,70
1;12;11;5;2;1;1;1;1;46;2;3;3;1;1083,80;1214,17
1;12;1;5;2;1;1;1;1;46;2;2;3;2;3105,91;2392,36
1;12;3;1;2;1;1;1;1;38;2;3;3;4;1409,40;1686,84
1;12;1;5;2;1;1;1;1;43;2;2;4;2;2437,53;2633,05
1;12;6;1;2;1;1;1;1;37;2;3;4;2;1650,00;4159,40
1;12;12;5;2;1;1;1;1;46;3;3;3;3;2395,30;2114,01
1;12;12;7;2;1;1;1;1;36;2;3;2;3;1763,00;1081,77
1;12;2;1;2;1;1;1;1;38;2;3;4;3;2650,00;1703,75
1;12;11;5;2;1;1;1;1;38;2;3;2;1;1595,60;1689,15
1;12;12;5;2;1;1;1;1;38;2;3;3;3;2327,09;1813,16
1;12;12;1;2;1;1;1;1;47;3;3;3;4;3534,90;2401,22
1;12;2;1;2;1;1;1;1;45;2;2;4;3;2320,00;2867,56
1;12;11;5;2;1;1;1;1;28;1;3;3;1;929,44;869,19
1;12;2;7;2;1;1;1;1;45;3;3;3;3;1079,92;885,78
1;12;2;6;2;1;1;1;1;28;2;3;3;3;1121,80;1049,43
1;12;11;5;2;1;1;1;1;20;1;3;3;1;635,26;411,63
1;12;2;1;2;1;1;1;1;49;3;4;3;3;4760,00;3068,71
1;12;11;5;2;1;1;1;1;43;2;3;3;1;1337,76;1365,90
1;12;11;6;2;1;1;1;1;38;1;4;2;1;852,63;833,57
1;12;1;5;2;1;1;1;1;45;2;3;3;2;3789,49;3854,70
1;12;2;1;2;1;1;1;1;46;2;3;3;3;2290,00;1852,16
1;12;1;5;1;3;1;2;1;60;1;4;3;2;1612,80;1080,72
1;12;8;2;1;3;1;2;1;200;5;3;2;6;6959,00;2451,08
1;12;12;2;1;3;1;2;2;120;4;5;1;6;1841,00;967,37
1;12;2;7;2;3;1;2;1;80;3;3;3;3;2464,49;1921,28
1;12;4;2;1;3;1;2;1;100;4;2;4;5;6137,00;6689,11
1;12;8;2;1;3;1;2;1;90;3;3;3;4;2303,25;2967,04
1;12;6;1;2;3;1;2;1;100;4;3;3;2;1557,00;1593,19
1;12;1;2;1;3;1;2;1;100;4;3;3;2;1414,90;1863,05
1;12;3;1;2;3;1;2;1;220;5;3;3;4;2200,00;1971,75
1;12;8;4;2;3;2;2;1;60;3;3;3;5;2190,00;2355,14
1;12;12;5;1;3;1;2;1;75;3;3;3;7;4334,00;2981,86
1;12;3;1;2;3;1;2;1;42;2;3;2;4;1637,60;1369,29
1;12;8;1;1;3;1;2;1;60;2;3;3;5;2344,70;1676,97
1;12;4;4;1;3;1;2;1;90;3;3;2;5;1127,80;3159,19
1;12;2;5;1;3;1;2;1;80;3;3;2;3;1690,88;2161,41
1;12;12;5;1;3;1;2;1;100;3;3;2;6;2645,70;1959,47
1;12;3;2;1;3;1;2;1;110;3;3;3;4;1683,50;1986,23
1;12;3;2;1;3;1;2;1;60;2;3;1;4;1748,30;3402,88
1;12;8;6;1;3;1;2;1;80;3;4;3;4;2019,71;3176,22
1;12;12;4;1;3;1;2;1;100;3;3;3;2;2903,20;3472,34
1;12;3;1;2;3;1;2;1;50;2;2;2;4;1830,60;897,55
1;12;1;1;1;3;1;2;1;60;2;2;3;2;3712,00;2771,53
1;12;12;5;2;1;1;1;1;64;3;4;2;5;1855,03;1159,22
1;12;3;1;2;2;1;1;1;60;3;2;3;4;5069,50;9944,45
1;12;1;1;2;1;1;1;1;37;1;3;3;2;1818,00;1264,60
1;12;8;1;2;1;1;1;1;60;3;3;3;4;4244,81;2719,28
1;12;11;7;2;1;1;2;1;28;1;3;3;1;895,00;446,42
1;12;11;7;2;1;1;2;1;28;1;3;2;1;1325,00;928,15
1;12;12;4;2;1;1;1;1;65;3;3;3;3;4341,30;2899,01
1;12;2;1;1;3;1;2;1;100;3;2;4;3;4965,27;3558,95
1;12;11;1;2;1;1;1;1;38;1;3;3;1;800,00;1358,48
1;12;12;6;2;3;2;3;2;50;2;4;1;2;529,12;576,51
1;12;2;7;2;3;2;5;1;44;2;4;2;3;0,00;3984,30
1;12;2;1;2;1;1;2;1;45;2;3;3;3;3150,50;1919,97
1;12;1;1;2;1;1;1;2;60;2;2;3;2;4899,80;4091,73
1;12;2;4;1;3;1;2;1;180;4;3;4;3;1500,00;3216,36
1;12;3;1;2;1;1;1;1;71;3;3;3;4;2326,20;1577,27
1;12;2;6;2;1;1;1;1;50;2;4;2;3;1887,49;3163,80
1;12;12;1;2;1;1;1;2;68;3;2;2;3;2640,00;1476,17
1;12;2;4;2;3;1;2;1;190;6;2;5;3;3000,00;10962,78
1;12;12;1;2;1;1;1;1;60;2;3;3;4;3875,20;5898,03
1;12;12;1;2;1;1;1;1;85;4;4;4;4;5036,72;2855,33
1;12;12;1;1;1;1;1;1;65;2;3;3;3;2670,96;3173,50
1;12;8;1;2;1;1;1;1;59;3;3;3;6;2828,40;3848,24
1;12;11;1;2;1;1;1;1;34;1;5;1;1;800,00;752,96
1;12;2;1;2;1;1;1;1;50;2;3;3;3;2360,20;2527,67
1;12;12;1;2;1;1;1;1;61;3;3;3;3;2677,90;1541,14
1;12;11;7;2;1;3;1;2;41;2;4;1;1;624,90;699,86
1;12;1;5;2;1;1;1;2;30;2;4;2;2;2164,90;1325,98
1;12;2;1;2;1;1;1;2;38;2;3;2;3;1873,90;1148,49
1;12;12;1;2;1;1;1;2;40;2;3;2;3;1640,00;729,31
1;12;1;4;2;1;1;1;1;30;1;3;3;2;3080,00;2104,20
1;12;3;1;2;1;1;1;1;50;3;3;3;4;1644,00;1173,58
1;12;3;4;2;1;1;2;1;38;2;3;3;4;2500,00;2324,92
1;12;3;1;2;1;1;1;1;39;2;4;2;4;1540,20;1403,91
1;12;11;6;2;1;1;1;1;38;2;3;3;1;1185,10;1570,62
1;12;12;6;2;1;1;1;1;48;2;3;3;2;1160,00;1160,26
1;12;3;1;2;1;1;1;1;30;2;3;3;4;1680,00;1415,16
1;12;12;1;2;1;1;1;1;63;3;3;3;3;2800,00;2398,66
1;12;2;1;2;1;1;2;1;43;2;3;3;3;2500,00;1719,51
1;12;8;5;2;1;1;2;1;57;3;4;2;4;2600,00;2414,75
1;12;6;1;2;1;1;1;1;57;2;2;3;3;1400,00;1050,79
1;12;1;1;2;1;1;2;1;38;2;3;3;2;1080,00;1102,68
1;12;12;5;2;1;1;1;1;48;3;3;3;2;2060,40;1472,63
1;12;12;1;2;1;1;2;1;49;3;3;2;8;1390,00;1322,83
1;12;12;5;2;1;1;1;1;57;2;2;4;4;4290,20;4548,64
1;12;12;1;2;1;1;1;1;38;1;3;3;2;1500,00;1094,71
1;12;12;1;2;1;1;1;1;38;1;3;3;3;2234,00;1368,30
1;12;1;5;2;1;1;1;1;58;2;3;3;2;2700,00;3065,35
1;12;10;7;2;1;1;1;2;32;1;3;3;2;1671,10;1680,91
1;12;12;6;2;1;1;1;1;52;2;1;5;2;3450,90;2194,69
1;12;3;1;2;1;1;1;1;63;3;4;3;4;7841,20;6237,37
1;12;12;5;2;1;1;1;2;62;3;5;3;5;1608,24;1784,70
1;12;12;6;2;1;1;1;1;62;3;5;1;2;1571,40;983,86
1;12;3;1;2;1;1;1;1;83;3;2;4;4;2643,50;2066,42
1;12;8;1;2;1;1;1;1;59;3;3;3;4;2606,00;1830,10
1;12;3;1;2;1;1;1;1;72;3;1;5;4;8119,34;4843,74
1;12;11;1;2;1;1;2;1;52;2;4;2;1;1278,13;1275,68
1;12;2;5;2;1;1;1;1;52;2;2;4;3;2480,19;6471,82
1;12;6;1;2;1;1;1;1;63;3;2;4;3;7609,80;4712,75
1;12;6;1;2;1;1;1;1;52;2;4;3;2;1200,00;2672,40
1;12;8;1;2;1;1;1;1;62;3;3;4;4;3338,30;3008,65
1;12;12;6;2;1;1;1;1;50;2;3;3;2;2640,08;1918,44
1;12;2;1;2;1;1;1;1;67;3;2;5;3;3771,76;3758,31
1;12;11;5;2;1;1;1;1;47;2;3;3;1;1248,76;1254,61
1;12;2;4;2;1;1;1;1;51;2;2;4;3;2000,00;1332,17
1;12;9;1;2;1;1;1;1;50;2;3;2;3;1883,25;1515,81
1;12;12;1;2;1;1;1;1;63;3;2;4;4;4549,19;6066,98
1;12;3;1;2;1;1;1;1;63;3;2;4;4;3465,00;4499,76
1;12;1;1;2;1;1;1;1;60;3;3;4;2;1989,60;1684,11
1;12;1;1;2;1;1;1;1;37;1;3;4;2;3184,87;2850,85
1;12;2;5;1;1;1;1;1;60;3;3;3;3;2020,40;1130,82
1;12;10;1;2;1;1;1;1;36;1;2;4;2;2419,00;1962,34
1;12;3;1;2;1;1;1;1;48;2;2;4;4;3500,00;3178,83
1;12;8;1;2;1;1;1;1;63;3;3;3;5;2441,00;2254,99
1;12;11;6;2;1;1;1;1;55;3;4;2;1;2089,00;2253,57
1;12;8;1;2;1;1;1;1;53;3;3;2;5;4507,81;6281,47
1;12;11;1;2;1;2;4;2;22;1;3;1;1;1075,54;1651,39
1;12;1;1;2;1;1;5;1;38;1;3;3;2;1962,50;2109,11
1;12;1;4;2;1;1;4;1;36;1;2;3;2;2500,00;1988,56
1;12;6;1;2;1;1;4;1;40;1;4;3;2;1584,40;1725,67
1;12;9;4;2;1;1;3;2;25;1;3;1;3;1055,02;1118,22
1;12;11;7;2;1;3;4;2;10;1;3;3;1;1511,20;1527,13
1;12;10;5;2;1;1;2;1;40;2;2;3;3;2358,00;2221,58
1;12;3;1;2;1;1;3;1;42;1;3;3;4;1743,30;1124,47
1;12;11;1;2;1;2;4;1;37;1;2;3;1;849,89;955,10
1;12;2;1;2;1;3;3;1;37;1;4;1;3;842,50;980,34
1;12;11;5;2;1;1;1;1;30;1;3;3;1;2007,39;2864,46
1;12;11;7;2;1;2;5;1;16;1;4;1;1;300,00;905,11
1;12;1;1;2;1;1;1;1;40;2;3;3;2;3058,00;1992,70
1;12;11;5;2;1;1;1;1;43;2;3;2;1;812,90;642,06
1;12;2;1;2;1;1;1;1;55;3;3;3;3;2151,00;3213,09
1;12;1;6;2;1;1;4;1;48;2;4;1;2;640,00;1130,08
1;12;9;1;2;1;1;1;1;80;3;3;3;3;2747,21;2502,53
1;12;1;1;2;1;1;2;1;38;1;3;3;2;4040,00;1692,48
1;12;1;1;2;1;2;3;1;37;1;4;2;2;1006,60;668,29
1;12;12;6;2;1;1;1;1;48;2;3;3;2;2492,02;2505,50
1;12;11;5;2;1;1;1;1;30;1;4;2;1;1073,33;1308,47
1;12;3;1;2;1;2;3;1;28;1;3;4;4;1540,00;1660,59
1;12;8;1;2;3;1;1;1;61;2;3;4;4;3744,90;2130,85
1;12;2;1;2;2;1;2;1;98;4;2;6;3;6788,00;7476,08
1;12;1;5;2;3;1;2;1;58;3;3;3;2;2094,90;1852,27
1;12;11;5;2;3;1;2;1;90;3;4;3;1;1010,00;773,89
1;12;1;5;1;3;1;2;1;106;3;3;3;2;1804,40;2228,96
1;12;1;5;2;1;1;3;1;48;2;3;3;2;2153,80;2183,21
1;12;12;1;2;2;1;2;1;92;3;3;3;4;2764,90;1534,50
1;12;11;6;2;3;1;4;1;40;1;3;3;1;954,90;1255,00
1;12;8;1;2;3;1;2;1;70;3;3;3;5;3306,95;3024,01
1;12;11;6;2;3;3;3;2;20;1;3;3;1;600,00;689,24
1;12;12;5;2;3;1;2;1;102;3;3;3;3;2134,00;1310,86
1;12;8;1;2;3;1;2;1;120;5;3;3;6;5950,00;5519,07
1;12;11;5;2;3;1;2;1;100;4;4;1;1;1066,60;1205,97
1;12;6;1;2;3;3;4;1;30;2;4;1;2;1001,40;1279,43
1;12;12;5;1;3;1;2;1;110;5;3;3;3;4356,50;3529,75
1;12;12;5;1;3;1;2;1;90;4;3;3;5;4696,70;3461,99
1;12;11;1;1;2;1;4;1;100;4;3;3;1;830,50;785,07
1;12;9;1;2;3;1;2;1;100;5;3;3;4;3290,00;2016,81
1;12;11;5;1;3;1;2;1;110;3;3;3;1;1686,00;2125,44
1;12;5;1;2;3;1;2;1;60;2;3;3;6;2001,50;1630,54
1;12;8;1;2;3;1;2;1;200;5;4;2;7;2630,00;2566,41
1;12;11;6;2;3;1;3;1;100;2;3;3;1;1050,00;1364,85
1;12;12;5;2;2;1;2;1;64;2;3;3;3;3418,70;3150,68
1;12;8;1;2;3;1;2;1;100;1;3;3;5;2580,00;4150,71
1;12;11;5;2;1;1;1;1;50;2;3;3;1;1354,60;1017,40
1;12;8;1;2;1;1;1;1;39;2;3;4;5;2899,60;3267,87
1;12;4;1;2;1;1;1;1;67;3;3;4;5;4636,00;2618,80
1;12;6;1;2;1;1;1;1;50;2;4;2;2;2644,00;1766,11
1;12;3;1;2;1;1;1;1;78;4;3;2;4;4257,75;3365,30
1;12;6;1;2;1;1;1;1;67;3;3;4;2;4160,42;2724,93
1;12;4;1;2;1;1;1;1;50;2;3;3;5;3059,68;2495,88
1;12;1;4;2;1;1;1;1;64;3;2;4;2;3000,00;2163,91
1;12;2;7;2;1;1;1;2;54;2;5;1;3;638,70;875,22
1;12;12;7;2;1;1;1;1;67;3;3;4;3;2819,99;3038,03
1;12;1;1;2;1;1;1;1;50;2;2;5;2;2488,10;2693,72
1;12;12;1;2;1;1;1;1;52;2;2;5;2;8935,07;4052,74
1;12;8;1;2;1;1;1;1;63;3;5;1;9;2235,80;1717,03
1;12;3;1;2;1;1;1;1;73;4;3;3;4;1885,00;1574,94
1;12;1;1;2;1;1;1;1;30;1;3;4;2;2260,59;2118,67
1;12;12;5;2;1;1;1;1;96;4;1;5;3;5918,10;9536,79
1;12;11;1;2;1;1;1;1;64;3;3;3;1;1302,20;1610,56
1;12;2;6;2;1;1;1;1;63;3;5;1;3;577,30;732,59
1;12;1;5;2;1;1;1;1;70;4;3;4;2;2124,22;1460,25
1;12;2;1;2;1;1;1;1;67;3;5;2;3;1810,46;1555,42
1;12;2;1;2;1;1;1;1;80;4;2;4;3;15494,55;4081,96
1;12;2;4;2;1;1;1;1;52;2;2;5;3;7282,32;6245,19
1;12;8;1;2;1;1;1;1;63;3;3;3;4;1785,00;6561,07
1;12;6;5;2;1;1;1;1;45;2;5;2;2;1333,32;946,27
1;12;1;5;2;1;1;4;1;140;4;3;4;2;2372,00;3417,30
1;12;8;4;2;1;1;3;1;130;4;3;2;7;7100,94;7003,92
1;12;12;6;2;1;1;4;1;118;4;5;1;3;1310,15;1442,95
1;12;3;1;2;1;1;4;1;83;3;3;3;4;4315,52;3141,60
1;12;3;1;2;1;1;3;2;114;4;3;2;4;2045,37;1767,50
1;12;5;1;2;1;1;4;1;49;1;5;1;7;3047,76;2439,48
